MetricObserved,Year,IncomeGroup,RegionCode,RegionDisplay,CountryCode,CountryDisplay,SexCode,SexDisplay,Numeric,beer_servings,spirit_servings,wine_servings
Life expectancy at birth (years),2013,,EUR,Europe,EST,Estonia,MLE,Male,71.65508,224,194,59
Life expectancy at birth (years),2012,High_income,EUR,Europe,EST,Estonia,BTSX,Both sexes,77,224,194,59
Life expectancy at birth (years),2012,High_income,EUR,Europe,EST,Estonia,FMLE,Female,81,224,194,59
Life expectancy at birth (years),2012,High_income,EUR,Europe,EST,Estonia,MLE,Male,71,224,194,59
Life expectancy at birth (years),2000,High_income,EUR,Europe,EST,Estonia,BTSX,Both sexes,71,224,194,59
Life expectancy at birth (years),2000,High_income,EUR,Europe,EST,Estonia,FMLE,Female,76,224,194,59
Life expectancy at birth (years),2000,High_income,EUR,Europe,EST,Estonia,MLE,Male,65,224,194,59
Life expectancy at birth (years),1990,High_income,EUR,Europe,EST,Estonia,BTSX,Both sexes,70,224,194,59
Life expectancy at birth (years),1990,High_income,EUR,Europe,EST,Estonia,FMLE,Female,75,224,194,59
Life expectancy at birth (years),1990,High_income,EUR,Europe,EST,Estonia,MLE,Male,64,224,194,59
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,EST,Estonia,BTSX,Both sexes,67,224,194,59
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,EST,Estonia,FMLE,Female,71.1,224,194,59
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,EST,Estonia,MLE,Male,62.6,224,194,59
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,EST,Estonia,BTSX,Both sexes,66.7,224,194,59
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,EST,Estonia,FMLE,Female,70.8,224,194,59
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,EST,Estonia,MLE,Male,62.3,224,194,59
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,EST,Estonia,BTSX,Both sexes,62,224,194,59
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,EST,Estonia,FMLE,Female,66.5,224,194,59
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,EST,Estonia,MLE,Male,57.4,224,194,59
Life expectancy at age 60 (years),2013,,EUR,Europe,EST,Estonia,BTSX,Both sexes,21.74617,224,194,59
Life expectancy at age 60 (years),2013,,EUR,Europe,EST,Estonia,FMLE,Female,24.38626,224,194,59
Life expectancy at age 60 (years),2013,,EUR,Europe,EST,Estonia,MLE,Male,18.1075,224,194,59
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,EST,Estonia,BTSX,Both sexes,21,224,194,59
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,EST,Estonia,FMLE,Female,24,224,194,59
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,EST,Estonia,MLE,Male,18,224,194,59
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,EST,Estonia,BTSX,Both sexes,19,224,194,59
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,EST,Estonia,FMLE,Female,21,224,194,59
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,EST,Estonia,MLE,Male,15,224,194,59
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,EST,Estonia,BTSX,Both sexes,18,224,194,59
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,EST,Estonia,FMLE,Female,20,224,194,59
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,EST,Estonia,MLE,Male,15,224,194,59
Life expectancy at birth (years),2013,,AFR,Africa,ETH,Ethiopia,BTSX,Both sexes,64.67994,20,3,0
Life expectancy at birth (years),2013,,AFR,Africa,ETH,Ethiopia,FMLE,Female,66.35128,20,3,0
Life expectancy at birth (years),2013,,AFR,Africa,ETH,Ethiopia,MLE,Male,63.04877,20,3,0
Life expectancy at birth (years),2012,Low_income,AFR,Africa,ETH,Ethiopia,BTSX,Both sexes,64,20,3,0
Life expectancy at birth (years),2012,Low_income,AFR,Africa,ETH,Ethiopia,FMLE,Female,65,20,3,0
Life expectancy at birth (years),2012,Low_income,AFR,Africa,ETH,Ethiopia,MLE,Male,62,20,3,0
Life expectancy at birth (years),2000,Low_income,AFR,Africa,ETH,Ethiopia,BTSX,Both sexes,51,20,3,0
Life expectancy at birth (years),2000,Low_income,AFR,Africa,ETH,Ethiopia,FMLE,Female,53,20,3,0
Life expectancy at birth (years),2000,Low_income,AFR,Africa,ETH,Ethiopia,MLE,Male,50,20,3,0
Life expectancy at birth (years),1990,Low_income,AFR,Africa,ETH,Ethiopia,BTSX,Both sexes,45,20,3,0
Life expectancy at birth (years),1990,Low_income,AFR,Africa,ETH,Ethiopia,FMLE,Female,48,20,3,0
Life expectancy at birth (years),1990,Low_income,AFR,Africa,ETH,Ethiopia,MLE,Male,42,20,3,0
Healthy life expectancy (HALE) at birth (years),2013,Low_income,AFR,Africa,ETH,Ethiopia,BTSX,Both sexes,55.6,20,3,0
Healthy life expectancy (HALE) at birth (years),2013,Low_income,AFR,Africa,ETH,Ethiopia,FMLE,Female,56.9,20,3,0
Healthy life expectancy (HALE) at birth (years),2013,Low_income,AFR,Africa,ETH,Ethiopia,MLE,Male,54.4,20,3,0
Healthy life expectancy (HALE) at birth (years),2012,Low_income,AFR,Africa,ETH,Ethiopia,BTSX,Both sexes,54.7,20,3,0
Healthy life expectancy (HALE) at birth (years),2012,Low_income,AFR,Africa,ETH,Ethiopia,FMLE,Female,55.9,20,3,0
Healthy life expectancy (HALE) at birth (years),2012,Low_income,AFR,Africa,ETH,Ethiopia,MLE,Male,53.6,20,3,0
Healthy life expectancy (HALE) at birth (years),2000,Low_income,AFR,Africa,ETH,Ethiopia,BTSX,Both sexes,43.9,20,3,0
Healthy life expectancy (HALE) at birth (years),2000,Low_income,AFR,Africa,ETH,Ethiopia,FMLE,Female,45.2,20,3,0
Healthy life expectancy (HALE) at birth (years),2000,Low_income,AFR,Africa,ETH,Ethiopia,MLE,Male,42.8,20,3,0
Life expectancy at age 60 (years),2013,,AFR,Africa,ETH,Ethiopia,BTSX,Both sexes,18.07968,20,3,0
Life expectancy at age 60 (years),2013,,AFR,Africa,ETH,Ethiopia,FMLE,Female,18.72188,20,3,0
Life expectancy at age 60 (years),2013,,AFR,Africa,ETH,Ethiopia,MLE,Male,17.41333,20,3,0
Life expectancy at age 60 (years),2012,Low_income,AFR,Africa,ETH,Ethiopia,BTSX,Both sexes,18,20,3,0
Life expectancy at age 60 (years),2012,Low_income,AFR,Africa,ETH,Ethiopia,FMLE,Female,19,20,3,0
Life expectancy at age 60 (years),2012,Low_income,AFR,Africa,ETH,Ethiopia,MLE,Male,17,20,3,0
Life expectancy at age 60 (years),2000,Low_income,AFR,Africa,ETH,Ethiopia,BTSX,Both sexes,16,20,3,0
Life expectancy at age 60 (years),2000,Low_income,AFR,Africa,ETH,Ethiopia,FMLE,Female,17,20,3,0
Life expectancy at age 60 (years),2000,Low_income,AFR,Africa,ETH,Ethiopia,MLE,Male,15,20,3,0
Life expectancy at age 60 (years),1990,Low_income,AFR,Africa,ETH,Ethiopia,BTSX,Both sexes,15,20,3,0
Life expectancy at age 60 (years),1990,Low_income,AFR,Africa,ETH,Ethiopia,FMLE,Female,15,20,3,0
Life expectancy at age 60 (years),1990,Low_income,AFR,Africa,ETH,Ethiopia,MLE,Male,14,20,3,0
Life expectancy at birth (years),2013,,WPR,Western Pacific,FJI,Fiji,BTSX,Both sexes,69.56511,77,35,1
Life expectancy at birth (years),2013,,WPR,Western Pacific,FJI,Fiji,FMLE,Female,72.77146,77,35,1
Life expectancy at birth (years),2013,,WPR,Western Pacific,FJI,Fiji,MLE,Male,66.73721,77,35,1
Life expectancy at birth (years),2012,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,BTSX,Both sexes,69,77,35,1
Life expectancy at birth (years),2012,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,FMLE,Female,73,77,35,1
Life expectancy at birth (years),2012,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,MLE,Male,67,77,35,1
Life expectancy at birth (years),2000,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,BTSX,Both sexes,68,77,35,1
Life expectancy at birth (years),2000,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,FMLE,Female,70,77,35,1
Life expectancy at birth (years),2000,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,MLE,Male,65,77,35,1
Life expectancy at birth (years),1990,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,BTSX,Both sexes,66,77,35,1
Life expectancy at birth (years),1990,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,FMLE,Female,68,77,35,1
Life expectancy at birth (years),1990,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,MLE,Male,64,77,35,1
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,BTSX,Both sexes,60.4,77,35,1
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,FMLE,Female,62.6,77,35,1
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,MLE,Male,58.4,77,35,1
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,BTSX,Both sexes,60.1,77,35,1
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,FMLE,Female,62.4,77,35,1
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,MLE,Male,58.1,77,35,1
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,BTSX,Both sexes,58.2,77,35,1
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,FMLE,Female,60.1,77,35,1
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,MLE,Male,56.4,77,35,1
Life expectancy at age 60 (years),2013,,WPR,Western Pacific,FJI,Fiji,BTSX,Both sexes,17.02375,77,35,1
Life expectancy at age 60 (years),2013,,WPR,Western Pacific,FJI,Fiji,FMLE,Female,18.8283,77,35,1
Life expectancy at age 60 (years),2013,,WPR,Western Pacific,FJI,Fiji,MLE,Male,15.30985,77,35,1
Life expectancy at age 60 (years),2012,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,BTSX,Both sexes,17,77,35,1
Life expectancy at age 60 (years),2012,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,FMLE,Female,19,77,35,1
Life expectancy at age 60 (years),2012,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,MLE,Male,15,77,35,1
Life expectancy at age 60 (years),2000,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,BTSX,Both sexes,16,77,35,1
Life expectancy at age 60 (years),2000,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,FMLE,Female,17,77,35,1
Life expectancy at age 60 (years),2000,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,MLE,Male,15,77,35,1
Life expectancy at age 60 (years),1990,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,BTSX,Both sexes,15,77,35,1
Life expectancy at age 60 (years),1990,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,FMLE,Female,16,77,35,1
Life expectancy at age 60 (years),1990,Upper_middle_income,WPR,Western Pacific,FJI,Fiji,MLE,Male,14,77,35,1
Life expectancy at birth (years),2013,,EUR,Europe,FIN,Finland,BTSX,Both sexes,80.78438,263,133,97
Life expectancy at birth (years),2013,,EUR,Europe,FIN,Finland,FMLE,Female,83.83178,263,133,97
Life expectancy at birth (years),2013,,EUR,Europe,FIN,Finland,MLE,Male,77.69308,263,133,97
Life expectancy at birth (years),2012,High_income,EUR,Europe,FIN,Finland,BTSX,Both sexes,81,263,133,97
Life expectancy at birth (years),2012,High_income,EUR,Europe,FIN,Finland,FMLE,Female,84,263,133,97
Life expectancy at birth (years),2012,High_income,EUR,Europe,FIN,Finland,MLE,Male,78,263,133,97
Life expectancy at birth (years),2000,High_income,EUR,Europe,FIN,Finland,BTSX,Both sexes,78,263,133,97
Life expectancy at birth (years),2000,High_income,EUR,Europe,FIN,Finland,FMLE,Female,81,263,133,97
Life expectancy at birth (years),2000,High_income,EUR,Europe,FIN,Finland,MLE,Male,74,263,133,97
Life expectancy at birth (years),1990,High_income,EUR,Europe,FIN,Finland,BTSX,Both sexes,75,263,133,97
Life expectancy at birth (years),1990,High_income,EUR,Europe,FIN,Finland,FMLE,Female,79,263,133,97
Life expectancy at birth (years),1990,High_income,EUR,Europe,FIN,Finland,MLE,Male,71,263,133,97
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,FIN,Finland,BTSX,Both sexes,70.8,263,133,97
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,FIN,Finland,FMLE,Female,73.2,263,133,97
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,FIN,Finland,MLE,Male,68.4,263,133,97
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,FIN,Finland,BTSX,Both sexes,70.8,263,133,97
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,FIN,Finland,FMLE,Female,73,263,133,97
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,FIN,Finland,MLE,Male,68.5,263,133,97
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,FIN,Finland,BTSX,Both sexes,68.7,263,133,97
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,FIN,Finland,FMLE,Female,71.3,263,133,97
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,FIN,Finland,MLE,Male,66,263,133,97
Life expectancy at age 60 (years),2013,,EUR,Europe,FIN,Finland,BTSX,Both sexes,24.05006,263,133,97
Life expectancy at age 60 (years),2013,,EUR,Europe,FIN,Finland,FMLE,Female,26.01586,263,133,97
Life expectancy at age 60 (years),2013,,EUR,Europe,FIN,Finland,MLE,Male,21.83318,263,133,97
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,FIN,Finland,BTSX,Both sexes,24,263,133,97
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,FIN,Finland,FMLE,Female,26,263,133,97
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,FIN,Finland,MLE,Male,22,263,133,97
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,FIN,Finland,BTSX,Both sexes,22,263,133,97
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,FIN,Finland,FMLE,Female,24,263,133,97
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,FIN,Finland,MLE,Male,19,263,133,97
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,FIN,Finland,BTSX,Both sexes,20,263,133,97
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,FIN,Finland,FMLE,Female,22,263,133,97
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,FIN,Finland,MLE,Male,17,263,133,97
Life expectancy at birth (years),2013,,EUR,Europe,FRA,France,BTSX,Both sexes,82.01347,127,151,370
Life expectancy at birth (years),2013,,EUR,Europe,FRA,France,FMLE,Female,85.17708,127,151,370
Life expectancy at birth (years),2013,,EUR,Europe,FRA,France,MLE,Male,78.67273,127,151,370
Life expectancy at birth (years),2012,High_income,EUR,Europe,FRA,France,BTSX,Both sexes,82,127,151,370
Life expectancy at birth (years),2012,High_income,EUR,Europe,FRA,France,FMLE,Female,85,127,151,370
Life expectancy at birth (years),2012,High_income,EUR,Europe,FRA,France,MLE,Male,79,127,151,370
Life expectancy at birth (years),2000,High_income,EUR,Europe,FRA,France,BTSX,Both sexes,79,127,151,370
Life expectancy at birth (years),2000,High_income,EUR,Europe,FRA,France,FMLE,Female,83,127,151,370
Life expectancy at birth (years),2000,High_income,EUR,Europe,FRA,France,MLE,Male,75,127,151,370
Life expectancy at birth (years),1990,High_income,EUR,Europe,FRA,France,BTSX,Both sexes,78,127,151,370
Life expectancy at birth (years),1990,High_income,EUR,Europe,FRA,France,FMLE,Female,82,127,151,370
Life expectancy at birth (years),1990,High_income,EUR,Europe,FRA,France,MLE,Male,73,127,151,370
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,FRA,France,BTSX,Both sexes,71.8,127,151,370
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,FRA,France,FMLE,Female,74.1,127,151,370
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,FRA,France,MLE,Male,69.3,127,151,370
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,FRA,France,BTSX,Both sexes,71.6,127,151,370
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,FRA,France,FMLE,Female,73.9,127,151,370
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,FRA,France,MLE,Male,69.3,127,151,370
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,FRA,France,BTSX,Both sexes,69.5,127,151,370
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,FRA,France,FMLE,Female,72.2,127,151,370
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,FRA,France,MLE,Male,66.7,127,151,370
Life expectancy at age 60 (years),2013,,EUR,Europe,FRA,France,BTSX,Both sexes,25.34971,127,151,370
Life expectancy at age 60 (years),2013,,EUR,Europe,FRA,France,FMLE,Female,27.5152,127,151,370
Life expectancy at age 60 (years),2013,,EUR,Europe,FRA,France,MLE,Male,22.84762,127,151,370
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,FRA,France,BTSX,Both sexes,25,127,151,370
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,FRA,France,FMLE,Female,27,127,151,370
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,FRA,France,MLE,Male,23,127,151,370
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,FRA,France,BTSX,Both sexes,23,127,151,370
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,FRA,France,FMLE,Female,26,127,151,370
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,FRA,France,MLE,Male,20,127,151,370
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,FRA,France,BTSX,Both sexes,22,127,151,370
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,FRA,France,FMLE,Female,25,127,151,370
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,FRA,France,MLE,Male,20,127,151,370
Life expectancy at birth (years),2013,,AFR,Africa,GAB,Gabon,BTSX,Both sexes,63.65686,347,98,59
Life expectancy at birth (years),2013,,AFR,Africa,GAB,Gabon,FMLE,Female,65.41142,347,98,59
Life expectancy at birth (years),2013,,AFR,Africa,GAB,Gabon,MLE,Male,61.96862,347,98,59
Life expectancy at birth (years),2012,Upper_middle_income,AFR,Africa,GAB,Gabon,BTSX,Both sexes,63,347,98,59
Life expectancy at birth (years),2012,Upper_middle_income,AFR,Africa,GAB,Gabon,FMLE,Female,64,347,98,59
Life expectancy at birth (years),2012,Upper_middle_income,AFR,Africa,GAB,Gabon,MLE,Male,62,347,98,59
Life expectancy at birth (years),2000,Upper_middle_income,AFR,Africa,GAB,Gabon,BTSX,Both sexes,59,347,98,59
Life expectancy at birth (years),2000,Upper_middle_income,AFR,Africa,GAB,Gabon,FMLE,Female,60,347,98,59
Life expectancy at birth (years),2000,Upper_middle_income,AFR,Africa,GAB,Gabon,MLE,Male,59,347,98,59
Life expectancy at birth (years),1990,Upper_middle_income,AFR,Africa,GAB,Gabon,BTSX,Both sexes,61,347,98,59
Life expectancy at birth (years),1990,Upper_middle_income,AFR,Africa,GAB,Gabon,FMLE,Female,63,347,98,59
Life expectancy at birth (years),1990,Upper_middle_income,AFR,Africa,GAB,Gabon,MLE,Male,60,347,98,59
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,AFR,Africa,GAB,Gabon,BTSX,Both sexes,53.9,347,98,59
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,AFR,Africa,GAB,Gabon,FMLE,Female,54.9,347,98,59
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,AFR,Africa,GAB,Gabon,MLE,Male,52.9,347,98,59
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,AFR,Africa,GAB,Gabon,BTSX,Both sexes,53.4,347,98,59
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,AFR,Africa,GAB,Gabon,FMLE,Female,53.7,347,98,59
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,AFR,Africa,GAB,Gabon,MLE,Male,53.1,347,98,59
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,AFR,Africa,GAB,Gabon,BTSX,Both sexes,50.2,347,98,59
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,AFR,Africa,GAB,Gabon,FMLE,Female,50.6,347,98,59
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,AFR,Africa,GAB,Gabon,MLE,Male,49.7,347,98,59
Life expectancy at age 60 (years),2013,,AFR,Africa,GAB,Gabon,BTSX,Both sexes,18.12271,347,98,59
Life expectancy at age 60 (years),2013,,AFR,Africa,GAB,Gabon,FMLE,Female,18.62949,347,98,59
